5.05407,1.95454,
6.41805,1.64502,
4.9952,2.50857,
3.69459,1.73803,
5.20822,1.06063,
4.83451,3.17048,
6.4036,0.0437208,
4.88918,2.54424,
5.97566,0.129769,
4.05472,1.90203,
4.27899,2.66515,
4.75976,2.18176,
5.94151,-0.884327,
4.79108,0.87788,
5.5907,0.290711,
5.39801,2.92485,
4.24775,2.90708,
4.47968,2.62414,
5.23462,-0.619421,
4.95357,0.910305,
6.20083,1.08376,
5.37493,2.50794,
6.02575,1.61844,
3.8935,1.44966,
4.20876,2.91851,
5.68794,3.07769,
6.54754,2.43702,
2.99901,0.0114558,
5.02782,1.37304,
3.86404,3.59665,
4.30896,3.3093,
2.55273,2.70658,
3.47766,0.678737,
5.99437,1.93121,
5.49887,1.06287,
5.11207,2.92117,
4.30538,1.55485,
4.09291,0.936366,
2.29231,1.37836,
4.34903,1.23517,
6.17686,2.28163,
5.0141,1.64662,
4.67405,3.4521,
4.44044,1.26965,
5.48021,1.95009,
5.40314,3.43777,
5.23661,1.85149,
5.49786,2.37731,
4.71536,2.45464,
4.7194,2.08694,
5.14615,2.47391,
4.71899,3.473,
4.06619,2.29719,
5.08354,1.54377,
3.54202,0.979378,
4.17542,4.99876,
5.23956,1.10531,
6.00479,1.69757,
4.62652,3.08143,
4.53668,3.05261,
6.12112,3.37611,
5.34826,2.56118,
6.79508,3.34975,
5.57531,1.63101,
4.12546,-0.142316,
4.22007,2.60758,
4.61331,1.52246,
4.141,2.42483,
3.6787,2.1609,
5.49842,1.47637,
4.65605,1.79549,
5.82459,2.2326,
3.58718,2.30399,
6.52727,3.15973,
3.90527,1.22879,
5.14081,2.9853,
4.62925,0.877877,
5.39291,3.53467,
3.87717,1.75415,
5.19114,1.56556,
5.30678,1.34152,
4.10143,1.21583,
6.73322,2.37035,
5.13466,2.15816,
5.86615,2.40954,
3.62616,3.04112,
5.26367,2.27999,
5.65487,2.66759,
4.37302,2.61885,
5.25637,2.37261,
7.26409,2.87676,
5.29127,1.11448,
4.9267,1.2619,
6.61098,2.7028,
6.47588,1.71591,
7.10929,2.17947,
4.29557,1.47859,
6.2785,2.69944,
6.20617,1.45685,
5.98651,1.27819,
