3.01197,8.09161,
2.93989,7.9748,
2.87438,7.52209,
1.62938,6.92084,
2.28808,6.97389,
3.57294,7.096,
2.46179,7.64268,
4.11511,7.13133,
2.51573,6.27854,
2.62351,6.45468,
2.17531,6.43111,
2.47497,7.08889,
4.27108,5.12145,
2.63951,8.14534,
4.27729,5.7511,
4.04876,8.49648,
5.04059,7.05137,
1.55277,4.81029,
5.07345,8.41907,
0.3791,6.64255,
2.00841,7.35845,
2.77563,5.32004,
3.30111,5.17207,
2.94298,6.55661,
2.07232,8.66909,
1.78985,6.73022,
1.33654,6.62222,
4.31773,7.83664,
4.73994,6.00501,
2.76444,7.79799,
2.6244,7.80608,
3.59596,7.11285,
1.51462,7.11161,
2.40908,6.7295,
3.27743,7.25137,
2.16442,5.83346,
4.89701,7.69698,
3.57901,7.49433,
1.28743,5.73174,
3.2863,6.61062,
1.97662,6.44611,
3.39677,7.51957,
3.00098,6.37342,
4.13247,6.28535,
1.81921,8.59587,
2.73785,7.67701,
3.06394,7.46146,
2.47972,5.51254,
1.47562,5.17128,
2.23882,6.42401,
2.45975,6.92546,
3.9628,6.07495,
0.987184,7.06197,
2.05966,9.49189,
2.315,6.91505,
4.2531,6.87346,
1.52916,7.06014,
3.31558,6.80132,
3.08228,7.55582,
2.8904,6.75463,
2.15077,7.76941,
4.68916,7.65273,
3.21776,6.67036,
2.3152,5.89659,
1.10678,5.91405,
4.02539,6.44766,
2.05751,7.48087,
2.62731,7.40649,
1.52147,5.68088,
1.36776,7.75345,
1.17813,5.24494,
2.98317,7.32846,
3.89473,9.32378,
3.59167,7.38838,
3.11703,8.1807,
3.09109,7.33638,
1.15977,7.52145,
4.05464,6.71922,
1.70656,6.29751,
3.85247,5.30801,
2.75169,6.28055,
3.11744,6.98269,
3.17889,8.11729,
2.28698,4.80672,
1.67518,8.01486,
2.25932,8.6399,
2.37587,8.78946,
4.46502,6.72774,
2.01373,6.05339,
1.627,7.49792,
4.13284,5.81621,
2.64517,6.48526,
4.58011,4.15538,
3.27574,6.91464,
3.07998,6.22336,
2.06831,5.23482,
2.36594,6.31902,
1.85002,6.4815,
2.15767,6.66539,
2.70118,5.57149,
