0.42518	0.24332	0.06377	0.26773
0.42585	0.2431	0.063743	0.26731
0.42651	0.24286	0.063744	0.26689
0.42716	0.24262	0.063771	0.26645
0.42785	0.24238	0.063817	0.26595
0.42856	0.24216	0.063866	0.26541
0.42929	0.24194	0.063902	0.26487
0.42999	0.24172	0.063928	0.26436
0.43066	0.24148	0.063953	0.26391
0.43127	0.2412	0.063987	0.26354
0.43181	0.24089	0.064036	0.26326
0.4323	0.24057	0.064104	0.26303
0.43277	0.24023	0.06419	0.26281
0.43329	0.23989	0.064284	0.26254
0.4339	0.23954	0.064373	0.26218
0.4346	0.23918	0.064442	0.26178
0.43533	0.23881	0.064485	0.26138
0.43606	0.23843	0.064506	0.26101
0.43677	0.23805	0.064505	0.26068
0.43748	0.23769	0.064484	0.26035
0.43818	0.23736	0.064452	0.26001
0.43887	0.23706	0.064417	0.25965
0.4396	0.23675	0.06439	0.25926
0.44037	0.23644	0.064377	0.25882
0.44116	0.23613	0.064379	0.25833
0.44199	0.23584	0.06438	0.25779
0.44289	0.23553	0.064366	0.25721
0.44383	0.23521	0.064329	0.25663
0.44479	0.23489	0.064272	0.25605
0.44571	0.2346	0.064202	0.25549
0.4466	0.23433	0.064126	0.25494
0.44743	0.2341	0.064054	0.25442
0.44823	0.23388	0.063994	0.25389
0.44903	0.23368	0.063949	0.25334
0.44984	0.23349	0.063917	0.25275
0.45068	0.23331	0.063885	0.25212
0.45156	0.23314	0.063839	0.25146
0.45246	0.23295	0.063779	0.25081
0.45337	0.23275	0.063712	0.25016
0.45427	0.23256	0.063645	0.24953
0.45513	0.23238	0.063579	0.24892
0.45595	0.23221	0.063519	0.24832
0.45674	0.23206	0.06347	0.24773
0.45749	0.23191	0.063439	0.24716
0.45823	0.23177	0.063426	0.24657
0.45899	0.23164	0.063423	0.24595
0.45974	0.23154	0.063414	0.2453
0.46048	0.23146	0.063394	0.24467
0.46118	0.23138	0.063365	0.24408
0.46182	0.23131	0.063335	0.24354
0.46238	0.23125	0.063312	0.24306
0.46286	0.2312	0.063301	0.24263
0.46328	0.23118	0.063309	0.24223
0.46368	0.23116	0.063339	0.24182
0.4641	0.23115	0.063386	0.24137
0.46455	0.23114	0.063443	0.24087
0.46502	0.23113	0.063493	0.24036
0.46552	0.2311	0.063528	0.23985
0.46604	0.23105	0.063552	0.23936
0.46652	0.23099	0.063576	0.23891
0.46693	0.23094	0.063609	0.23852
0.46726	0.2309	0.063655	0.23818
0.46755	0.23088	0.063715	0.23786
0.46782	0.23087	0.063784	0.23752
0.4681	0.23089	0.063856	0.23715
0.46839	0.23092	0.063919	0.23677
0.46867	0.23096	0.063971	0.2364
0.46893	0.23097	0.064014	0.23608
0.46916	0.23096	0.064053	0.23583
0.46934	0.23094	0.064093	0.23563
0.46948	0.2309	0.064141	0.23548
0.4696	0.23085	0.0642	0.23535
0.46976	0.23076	0.064272	0.23521
0.46996	0.23066	0.064357	0.23502
0.47022	0.23055	0.06445	0.23478
0.4705	0.23045	0.064542	0.23451
0.47077	0.23036	0.064622	0.23425
0.471	0.23029	0.064693	0.23402
0.47116	0.23024	0.064764	0.23384
0.47125	0.23019	0.064848	0.23371
0.47128	0.23015	0.064951	0.23362
0.47129	0.23009	0.065076	0.23355
0.47131	0.23001	0.065217	0.23345
0.47137	0.22994	0.065367	0.23332
0.47146	0.22989	0.065512	0.23314
0.47158	0.22984	0.06564	0.23294
0.4717	0.22981	0.065752	0.23274
0.47181	0.22977	0.065853	0.23256
0.47193	0.22973	0.065939	0.23239
0.47208	0.22969	0.066012	0.23222
0.47223	0.22967	0.066075	0.23202
0.47239	0.22966	0.06614	0.23181
0.47255	0.22966	0.066216	0.23157
0.47271	0.22966	0.066312	0.23132
0.47288	0.22967	0.066425	0.23103
0.47306	0.22969	0.066548	0.2307
0.47325	0.22972	0.066667	0.23035
0.47347	0.22976	0.066771	0.23
0.4737	0.22979	0.06686	0.22965
0.47393	0.22981	0.066943	0.22932
0.47412	0.22982	0.067034	0.22902
0.47426	0.22983	0.067146	0.22877
0.47433	0.22984	0.067285	0.22855
0.47435	0.22986	0.067455	0.22834
0.47435	0.2299	0.067648	0.2281
0.47436	0.22996	0.067852	0.22783
0.47439	0.23001	0.068052	0.22754
0.4744	0.23007	0.068242	0.22729
0.47438	0.23011	0.068429	0.22708
0.4743	0.23015	0.06862	0.22693
0.47416	0.23019	0.068814	0.22683
0.47396	0.23025	0.069014	0.22678
0.47373	0.2303	0.069222	0.22675
0.47348	0.23035	0.069443	0.22673
0.47324	0.23041	0.069679	0.22667
0.473	0.23049	0.06992	0.22659
0.47274	0.23058	0.070151	0.22653
0.47248	0.23066	0.070361	0.22651
0.47221	0.2307	0.070557	0.22653
0.47195	0.23071	0.070747	0.2266
0.47168	0.23068	0.070937	0.2267
0.47143	0.23063	0.07113	0.22682
0.47118	0.23056	0.071329	0.22693
0.47095	0.23051	0.071537	0.22701
0.47074	0.23047	0.071751	0.22704
0.47057	0.23044	0.07196	0.22704
0.4704	0.23042	0.072153	0.22703
