0.66593	0.20329	-0.044287	0.17507
0.66619	0.20329	-0.044144	0.17467
0.6665	0.2033	-0.043994	0.1742
0.66688	0.20332	-0.043844	0.17365
0.6673	0.20335	-0.043703	0.17306
0.66774	0.20338	-0.043582	0.17247
0.66816	0.2034	-0.043476	0.17191
0.66856	0.20339	-0.043368	0.17142
0.6689	0.20335	-0.04324	0.17099
0.6692	0.20326	-0.043081	0.17062
0.66947	0.20314	-0.042895	0.17028
0.66974	0.20302	-0.042693	0.16993
0.67007	0.20291	-0.042489	0.16951
0.67045	0.2028	-0.042294	0.16904
0.67089	0.20268	-0.042118	0.16855
0.67136	0.20254	-0.041965	0.16806
0.67183	0.20239	-0.041829	0.16761
0.67227	0.20223	-0.0417	0.1672
0.67267	0.20208	-0.041569	0.16682
0.67301	0.20195	-0.041433	0.16647
0.67333	0.20184	-0.041291	0.16612
0.67366	0.20175	-0.041145	0.16573
0.67402	0.20169	-0.040994	0.16528
0.67443	0.20167	-0.04084	0.16474
0.67488	0.20168	-0.040686	0.16413
0.67534	0.2017	-0.040547	0.16351
0.67579	0.20172	-0.040428	0.16292
0.67618	0.20172	-0.040314	0.16241
0.6765	0.2017	-0.040185	0.16198
0.67675	0.20166	-0.040029	0.16162
0.67693	0.2016	-0.039844	0.16132
0.6771	0.20154	-0.03964	0.161
0.67731	0.20149	-0.039435	0.16064
0.67754	0.20147	-0.039244	0.16023
0.67777	0.20147	-0.039077	0.15984
0.67797	0.20146	-0.038922	0.15949
0.67811	0.20144	-0.038768	0.15921
0.67819	0.20142	-0.038603	0.15899
0.6782	0.20139	-0.038425	0.15883
0.67815	0.20137	-0.038233	0.15871
0.67809	0.20135	-0.038032	0.1586
0.67803	0.20135	-0.037828	0.15846
0.678	0.20138	-0.037629	0.15825
0.67801	0.20147	-0.037441	0.15796
0.67803	0.20161	-0.037269	0.15763
0.67804	0.20177	-0.037114	0.15731
0.67799	0.20196	-0.036968	0.15701
0.67788	0.20216	-0.036815	0.15678
0.67773	0.20232	-0.036641	0.15659
0.67753	0.20249	-0.036445	0.15643
0.67728	0.20268	-0.036231	0.15627
0.67703	0.20292	-0.036012	0.15606
0.67679	0.20323	-0.035802	0.15579
0.67655	0.20358	-0.03561	0.15548
0.67631	0.20395	-0.035444	0.15518
0.67605	0.20433	-0.035301	0.15491
0.67577	0.20471	-0.035173	0.15469
0.67545	0.20508	-0.035051	0.15452
0.67509	0.20543	-0.034923	0.1544
0.67471	0.20578	-0.034786	0.1543
0.6743	0.20613	-0.034639	0.15421
0.67391	0.20649	-0.034488	0.15409
0.67357	0.20687	-0.03434	0.1539
0.67328	0.20727	-0.034201	0.15365
0.67303	0.20768	-0.034079	0.15338
0.67279	0.20808	-0.03398	0.1531
0.67255	0.20848	-0.033895	0.15287
0.67228	0.20886	-0.03381	0.15268
0.67195	0.20921	-0.033711	0.15255
0.67157	0.20957	-0.033593	0.15246
0.67113	0.20993	-0.033459	0.1524
0.6707	0.21031	-0.033318	0.15231
0.67032	0.2107	-0.033183	0.15217
0.66998	0.2111	-0.033063	0.15198
0.66965	0.21154	-0.032963	0.15178
0.66927	0.212	-0.032879	0.15161
0.66882	0.21248	-0.032801	0.15149
0.66832	0.21297	-0.032718	0.15143
0.66776	0.21345	-0.032619	0.15141
0.66716	0.21391	-0.032501	0.15143
0.66656	0.21436	-0.032367	0.15145
0.66599	0.21481	-0.032224	0.15143
0.66548	0.21527	-0.032081	0.15133
0.66504	0.21573	-0.031946	0.15117
0.66465	0.2162	-0.031828	0.15098
0.66427	0.21666	-0.031727	0.15079
0.66386	0.21712	-0.031632	0.15065
0.66341	0.21755	-0.031531	0.15057
0.66289	0.21796	-0.031413	0.15056
0.66231	0.21835	-0.031274	0.15061
0.6617	0.21873	-0.031115	0.15068
0.66109	0.21913	-0.030946	0.15072
0.66053	0.21954	-0.030778	0.15071
0.66002	0.21996	-0.030622	0.15064
0.65956	0.22036	-0.030485	0.15056
0.65914	0.22073	-0.030363	0.15049
0.65875	0.22106	-0.030249	0.15044
0.65835	0.22135	-0.030136	0.15043
0.65794	0.22162	-0.030017	0.15046
0.65749	0.22189	-0.029887	0.15051
0.65703	0.22216	-0.029745	0.15056
0.65657	0.22245	-0.029596	0.15058
0.65613	0.22278	-0.029448	0.15053
0.65571	0.22316	-0.029312	0.15043
0.65528	0.22358	-0.029194	0.15033
0.65483	0.22402	-0.029093	0.15025
0.65434	0.22444	-0.028997	0.15022
0.6538	0.22485	-0.028897	0.15024
0.65322	0.22525	-0.028786	0.15032
0.65259	0.22564	-0.028662	0.15043
0.65195	0.22606	-0.028531	0.15052
0.65133	0.22652	-0.028403	0.15056
0.65074	0.22702	-0.028287	0.15053
0.65017	0.22756	-0.028188	0.15046
0.64964	0.2281	-0.028109	0.15038
0.64911	0.22863	-0.028049	0.15031
0.64857	0.22914	-0.027997	0.15029
0.64801	0.22961	-0.02794	0.15032
0.64744	0.23005	-0.027872	0.15038
0.64687	0.23047	-0.027795	0.15046
0.64632	0.23089	-0.027711	0.1505
0.64581	0.23132	-0.027626	0.1505
0.64534	0.23177	-0.027541	0.15043
0.64492	0.23225	-0.027458	0.15029
0.64452	0.23277	-0.027383	0.1501
0.64412	0.2333	-0.027325	0.1499
0.64369	0.23385	-0.027279	0.14973
0.64323	0.23439	-0.027234	0.14961
0.64273	0.23491	-0.02718	0.14954
0.64218	0.23541	-0.027111	0.14952
0.64163	0.2359	-0.027032	0.14951
0.64109	0.23639	-0.026948	0.14947
0.64061	0.23689	-0.026871	0.14938
0.64019	0.23739	-0.02681	0.14924
0.63981	0.23788	-0.026769	0.14908
0.63946	0.23836	-0.026747	0.14893
0.6391	0.23882	-0.026735	0.14881
0.63873	0.23927	-0.026726	0.14873
0.63834	0.23969	-0.026713	0.14868
0.63793	0.24011	-0.026693	0.14865
0.63752	0.24052	-0.026665	0.14863
0.63711	0.24096	-0.026635	0.14856
0.63673	0.24144	-0.026607	0.14843
0.63639	0.24196	-0.026588	0.14825
0.63607	0.24249	-0.026586	0.14803
0.63575	0.24303	-0.026601	0.14782
0.63542	0.24357	-0.026627	0.14764
0.63504	0.2441	-0.026649	0.14751
0.63461	0.2446	-0.026656	0.14744
0.63414	0.24507	-0.02664	0.14742
0.63365	0.24552	-0.026602	0.14743
0.63316	0.24597	-0.026547	0.14742
0.6327	0.24642	-0.026485	0.14736
0.63226	0.24691	-0.026433	0.14727
0.63182	0.24741	-0.026396	0.14717
0.63136	0.24791	-0.026369	0.1471
0.63084	0.24841	-0.026337	0.14709
0.63027	0.24887	-0.026292	0.14714
0.62967	0.24931	-0.026229	0.14724
0.62905	0.24974	-0.026149	0.14737
0.62842	0.25016	-0.026061	0.14748
0.62781	0.25061	-0.025971	0.14755
0.62726	0.25108	-0.025885	0.14754
0.62679	0.25154	-0.02581	0.14747
0.62639	0.25199	-0.025751	0.14737
0.62603	0.25243	-0.02571	0.14726
0.62567	0.25284	-0.025682	0.14717
0.6253	0.25322	-0.025656	0.14714
0.62489	0.25357	-0.025619	0.14716
0.62442	0.25391	-0.025566	0.14723
0.62394	0.25424	-0.025493	0.14732
0.62347	0.25456	-0.025407	0.14738
0.62304	0.25489	-0.025318	0.14738
